earn : [['acq', 0.9973531096758533], ['ship', 0.00225558091314609], ['earn', 0.0003905318549502895], ['interest', 7.765093970115851e-07], ['sugar', 1.0013289533634495e-09], ['money-supply', 3.261545689462897e-11], ['crude', 1.270880782761253e-11], ['trade', 6.104129972153974e-18], ['money-fx', 2.2647026175101725e-19], ['grain', 1.0596273300140461e-19]]
earn : [['earn', 1.0], ['money-supply', 5.481298101870667e-21], ['ship', 4.924836182491471e-22], ['sugar', 1.9394350547020179e-22], ['acq', 1.157676033296154e-22], ['interest', 8.40300731000358e-24], ['crude', 1.7164851613808234e-24], ['grain', 3.7679631963969804e-28], ['money-fx', 8.43696355525753e-31], ['trade', 5.1652110954456964e-33]]
earn : [['earn', 0.9999999999999978], ['interest', 2.0974434537978318e-15], ['money-supply', 3.2827919559217636e-16], ['acq', 2.378656686139943e-17], ['ship', 4.735030694144658e-19], ['sugar', 4.299263004718901e-19], ['crude', 1.6867898141542307e-20], ['grain', 2.941909730913324e-23], ['money-fx', 2.3884615683363377e-23], ['trade', 4.330773523586065e-25]]
earn : [['earn', 0.9999998072539183], ['crude', 1.9038759703022731e-07], ['sugar', 2.0683443300763115e-09], ['ship', 2.899537891937878e-10], ['interest', 1.8647923984311918e-13], ['money-supply', 4.7497066555636065e-17], ['acq', 5.4958809421993335e-18], ['grain', 4.0246293447935155e-18], ['trade', 1.1732822129256427e-20], ['money-fx', 6.463177057127008e-24]]
earn : [['earn', 0.9999998167019745], ['money-supply', 1.8233534332101559e-07], ['acq', 8.302336338845687e-10], ['interest', 1.306162684379157e-10], ['crude', 1.205358999846002e-12], ['grain', 5.279763346190695e-13], ['sugar', 9.838716042205067e-14], ['money-fx', 6.790240165150577e-16], ['ship', 5.742269725370484e-17], ['trade', 5.700998925238166e-17]]
earn : [['earn', 1.0], ['money-supply', 1.4324429328318985e-23], ['acq', 4.959317360786649e-24], ['interest', 3.8059796774909324e-26], ['ship', 5.608462246403577e-27], ['crude', 8.89157584276403e-28], ['sugar', 2.9292655632448446e-28], ['grain', 2.3565735404203454e-31], ['money-fx', 2.189642576537888e-36], ['trade', 1.0380381175105331e-39]]
earn : [['earn', 1.0], ['money-supply', 2.970460631662154e-25], ['sugar', 2.6122168359898027e-31], ['ship', 8.632175692912706e-32], ['interest', 5.422387275841653e-34], ['crude', 2.9813752091687414e-34], ['acq', 1.0146572524738418e-35], ['grain', 7.264803317574787e-36], ['money-fx', 2.0788673833827706e-43], ['trade', 1.269629039523647e-46]]
earn : [['earn', 0.9999999729174013], ['money-supply', 2.708118595421946e-08], ['sugar', 8.793682807596883e-13], ['grain', 2.437649217390637e-13], ['interest', 1.5536250629444285e-13], ['crude', 1.079175351752381e-13], ['acq', 2.5339468314006172e-14], ['trade', 3.947489808297385e-16], ['money-fx', 3.5718987343066774e-16], ['ship', 1.518444634026925e-16]]
earn : [['earn', 1.0], ['money-supply', 1.1633255457266386e-26], ['ship', 1.2969306532694317e-31], ['acq', 8.697199374839747e-32], ['crude', 1.324846300453181e-32], ['sugar', 1.3121693751766857e-32], ['interest', 1.2122382869803403e-34], ['grain', 1.392861320054827e-35], ['money-fx', 2.0488790382829144e-41], ['trade', 1.8077307006094033e-42]]
earn : [['earn', 1.0], ['money-supply', 2.54869471550277e-32], ['sugar', 9.968383760293302e-46], ['interest', 2.1691606336218197e-47], ['ship', 1.2180346794806462e-49], ['crude', 3.539095377531181e-52], ['acq', 4.642587073826387e-55], ['grain', 1.6519269986449965e-59], ['money-fx', 5.074685161360348e-71], ['trade', 2.77954685664336e-73]]
earn : [['earn', 1.0], ['acq', 1.4298945982617596e-33], ['money-supply', 2.894515557663968e-35], ['interest', 2.781659398517133e-38], ['crude', 2.0439110975878437e-40], ['sugar', 7.652789429420911e-41], ['ship', 4.611714196702459e-41], ['grain', 5.452452604381988e-49], ['money-fx', 1.1222514475288428e-53], ['trade', 1.27617193851026e-55]]
earn : [['earn', 0.9999999999853124], ['money-supply', 1.466393590418936e-11], ['interest', 2.3700215342472333e-14], ['ship', 1.7109132677997722e-17], ['acq', 2.0856664967614076e-18], ['crude', 6.359813453476958e-19], ['sugar', 2.697885568264476e-19], ['grain', 6.264858772354516e-20], ['money-fx', 6.573455941417059e-21], ['trade', 2.5713720019419714e-24]]
earn : [['sugar', 0.9999999999997295], ['ship', 2.703788626713512e-13], ['interest', 3.3844258315258168e-28], ['money-supply', 3.381776369009341e-33], ['trade', 3.68072034534673e-40], ['crude', 3.050943698812089e-41], ['grain', 1.0853040519245158e-44], ['money-fx', 3.7688784459441074e-56], ['acq', 4.605705171328805e-95], ['earn', 5.6979271861572785e-130]]
earn : [['earn', 1.0], ['money-supply', 1.0626327592143968e-21], ['ship', 1.317060940144704e-22], ['sugar', 1.1159376597382147e-22], ['interest', 7.928089976618286e-23], ['acq', 9.0749259762894e-25], ['crude', 6.076780000503956e-26], ['grain', 5.993986839197517e-27], ['money-fx', 1.8440464644916444e-31], ['trade', 2.2623574303369658e-32]]
earn : [['earn', 1.0], ['money-supply', 3.730484361118007e-29], ['ship', 6.507246346712304e-39], ['interest', 3.7025153602343914e-39], ['sugar', 4.4342075709398094e-40], ['crude', 4.8075358155529066e-46], ['acq', 5.866649778083122e-48], ['grain', 2.8217811305802054e-49], ['money-fx', 1.5440389734793379e-52], ['trade', 3.469391934946509e-57]]
earn : [['earn', 1.0], ['money-supply', 1.876355221656189e-18], ['acq', 5.053817201686124e-19], ['interest', 3.6282531808780835e-20], ['ship', 5.431365270301808e-21], ['sugar', 5.042636650415498e-22], ['crude', 2.0040951391494992e-22], ['grain', 5.978733832008444e-26], ['money-fx', 2.086956986947508e-27], ['trade', 1.6855670785543507e-28]]
earn : [['earn', 1.0], ['money-supply', 1.4856746859769464e-21], ['ship', 9.199875570987178e-23], ['acq', 8.194806776697984e-24], ['sugar', 5.9752656323512e-24], ['interest', 3.78247399104375e-24], ['crude', 3.944939732255516e-26], ['grain', 5.803609725713573e-27], ['money-fx', 9.212532501695096e-32], ['trade', 5.243226028954374e-32]]
earn : [['earn', 1.0], ['money-supply', 1.1254660022346817e-32], ['interest', 4.784501128921525e-42], ['sugar', 1.1620966258557756e-42], ['ship', 1.495451479262512e-46], ['crude', 1.37433491539299e-46], ['grain', 2.8729723013134024e-47], ['acq', 1.441395630588428e-48], ['money-fx', 2.0889481297733186e-55], ['trade', 1.0221479611772144e-55]]
earn : [['sugar', 0.7868000723794221], ['ship', 0.21319992761475443], ['interest', 5.8116274956601676e-12], ['money-supply', 1.2612507230266278e-14], ['crude', 1.6034526148536153e-21], ['trade', 1.1919259998577681e-25], ['grain', 2.7790157040928265e-28], ['acq', 1.0966580013821669e-35], ['money-fx', 1.8292700094617954e-40], ['earn', 7.872684302645373e-59]]
earn : [['earn', 0.9999999999999996], ['money-supply', 5.180918273756692e-16], ['sugar', 1.6483514458066414e-26], ['ship', 3.7082201193038506e-30], ['interest', 1.3820367557611443e-32], ['crude', 7.237599727185263e-35], ['grain', 7.32785690364881e-36], ['acq', 1.1216532602376748e-41], ['money-fx', 3.2147131926861848e-43], ['trade', 4.4080283470657015e-44]]
earn : [['earn', 0.593028405516399], ['money-supply', 0.3797359313985374], ['interest', 0.01592558551650948], ['crude', 0.005667281181153836], ['acq', 0.005623496687999064], ['grain', 1.0273884516426203e-05], ['money-fx', 8.174656987230386e-06], ['trade', 4.907689377379268e-07], ['sugar', 2.1061390466841295e-07], ['ship', 1.4977505518371302e-07]]
earn : [['ship', 0.9993204345519029], ['interest', 0.0006537477429169548], ['earn', 1.8867797265207633e-05], ['money-supply', 6.469030278623907e-06], ['sugar', 4.563329614537006e-07], ['crude', 2.4544620858563786e-08], ['acq', 5.3774086034586354e-14], ['money-fx', 1.972159497268097e-17], ['trade', 5.289990842043425e-19], ['grain', 1.0582742310817217e-19]]
earn : [['interest', 0.9502062087978376], ['crude', 0.04979378881948631], ['ship', 2.382645061062475e-09], ['money-supply', 2.8961794254416915e-14], ['earn', 2.4077274181044353e-15], ['sugar', 1.747577651208243e-18], ['acq', 5.92977881456998e-20], ['trade', 1.4187687879501493e-22], ['money-fx', 8.12946149719449e-23], ['grain', 3.4701139037462977e-25]]
earn : [['earn', 1.0], ['money-supply', 1.6853480938461606e-31], ['sugar', 4.861332490778463e-43], ['interest', 4.747937403291652e-44], ['ship', 8.589952982389844e-47], ['grain', 6.687165123995169e-51], ['acq', 4.0473305600111426e-53], ['crude', 1.9226079660517577e-53], ['money-fx', 7.377031054224001e-59], ['trade', 1.6757554551409458e-63]]
earn : [['sugar', 0.9907096896329065], ['ship', 0.009285935653010837], ['acq', 2.5239702587361316e-06], ['money-supply', 1.6088886281198245e-06], ['crude', 2.2195239770734246e-07], ['interest', 1.804728931302498e-08], ['earn', 1.8555071542144071e-09], ['grain', 1.5893387584172444e-15], ['trade', 1.8541555547781123e-21], ['money-fx', 1.1907221358482413e-25]]
earn : [['earn', 0.9999999286360486], ['money-supply', 7.135864816418326e-08], ['acq', 4.202584193094279e-12], ['interest', 7.906832333167531e-13], ['crude', 2.815171876125644e-13], ['grain', 2.2963515944256374e-14], ['trade', 2.7789399925196578e-15], ['sugar', 2.335859314522837e-15], ['money-fx', 1.432704755809153e-16], ['ship', 9.994935661924025e-17]]
earn : [['earn', 1.0], ['money-supply', 1.3518654492498459e-20], ['acq', 4.9070080657358124e-24], ['interest', 8.958018741154612e-26], ['crude', 5.235293959639541e-27], ['ship', 5.891668959073913e-28], ['sugar', 1.1308017280078662e-29], ['grain', 1.6684303719983948e-31], ['trade', 6.85577252454212e-33], ['money-fx', 3.4802653305019797e-34]]
earn : [['earn', 0.9943414601366798], ['crude', 0.005658539732071464], ['acq', 1.312488398052423e-10], ['money-supply', 2.7019084074695284e-21], ['ship', 9.847625464492446e-23], ['sugar', 3.1219295682009656e-25], ['interest', 4.606743829690728e-26], ['grain', 5.7081542697142e-32], ['trade', 1.5710229562431345e-33], ['money-fx', 3.1571687894515087e-35]]
earn : [['earn', 1.0], ['ship', 9.312312380977549e-17], ['acq', 1.997761973426944e-17], ['money-supply', 3.0941357903589196e-18], ['crude', 2.005834008668502e-18], ['interest', 6.921920381604687e-19], ['sugar', 8.146500884033589e-20], ['grain', 1.2144252820898862e-21], ['money-fx', 9.722816820332225e-24], ['trade', 1.9984116886864785e-25]]
earn : [['earn', 1.0], ['money-supply', 1.1272726390807846e-19], ['ship', 6.239215204965122e-24], ['sugar', 1.2738283393925244e-25], ['interest', 8.701558730049559e-28], ['crude', 2.0766138665510574e-31], ['grain', 3.5970008515606164e-33], ['acq', 1.2431987506701348e-36], ['money-fx', 2.9402486935330353e-38], ['trade', 8.147966590886473e-41]]
earn : [['earn', 0.8278508404127973], ['ship', 0.17214627691324386], ['crude', 2.848259925903191e-06], ['money-supply', 3.420026449778299e-08], ['sugar', 2.0351856939649588e-10], ['interest', 6.206440469645425e-12], ['acq', 4.0432321720074136e-12], ['trade', 1.0224074352337408e-19], ['grain', 2.7837514122136053e-31], ['money-fx', 6.505014259332691e-35]]
earn : [['earn', 0.9999999999944504], ['money-supply', 5.541834872229115e-12], ['interest', 7.471749384126275e-15], ['acq', 1.1722669290855204e-16], ['ship', 2.077030554003358e-18], ['crude', 1.6484282242657743e-18], ['sugar', 1.717852576715482e-19], ['money-fx', 2.0505301751731795e-23], ['grain', 9.706593642113557e-24], ['trade', 4.700228219754212e-25]]
earn : [['ship', 0.9413629035550178], ['earn', 0.04817309197941572], ['crude', 0.00526875333289589], ['acq', 0.003987327091503723], ['sugar', 0.0012079097622416928], ['interest', 1.40399938770832e-08], ['money-supply', 2.3893113996185e-10], ['trade', 4.561388975822979e-18], ['grain', 3.2072198527145403e-19], ['money-fx', 2.2252548043769537e-20]]
earn : [['crude', 0.9406938653142866], ['interest', 0.047174033575000364], ['earn', 0.010946731450513213], ['ship', 0.001131002211698549], ['sugar', 4.021621144199294e-05], ['acq', 1.4151236100511617e-05], ['trade', 5.624182049369002e-13], ['grain', 3.758314567336869e-13], ['money-supply', 1.860429370089153e-14], ['money-fx', 1.619586565109817e-15]]
earn : [['acq', 0.5251134294064217], ['earn', 0.4748865705902235], ['crude', 2.8325938850229705e-12], ['ship', 3.872721387231045e-13], ['interest', 1.0092138695983346e-13], ['sugar', 3.422987832338706e-14], ['grain', 1.7589235679196933e-18], ['money-fx', 1.18870281620963e-18], ['money-supply', 4.738036918307146e-19], ['trade', 6.850715004895445e-20]]
earn : [['earn', 0.9999999991194171], ['acq', 8.805828561620837e-10], ['interest', 1.0152744769878482e-16], ['ship', 3.343796334946285e-18], ['sugar', 5.079377468588523e-21], ['crude', 5.013688755843027e-21], ['money-supply', 2.8764801021098394e-25], ['grain', 2.16059514134436e-27], ['money-fx', 4.408413799511297e-28], ['trade', 1.3554008824867972e-31]]
earn : [['earn', 1.0], ['ship', 1.4225288878848473e-17], ['acq', 2.784595710729791e-18], ['interest', 3.2209902297862243e-19], ['money-supply', 1.1819169116164148e-19], ['crude', 7.819258345016788e-20], ['sugar', 9.39026420169159e-21], ['grain', 1.3354879332976286e-22], ['money-fx', 3.077039111656117e-24], ['trade', 2.2547989894094092e-26]]
earn : [['ship', 0.906640343791268], ['acq', 0.07349961656451337], ['sugar', 0.013522797171808194], ['crude', 0.00608356465433135], ['earn', 0.00025349274856615006], ['trade', 1.7016792767233877e-07], ['money-supply', 8.465295224469711e-09], ['interest', 6.4362392324494805e-09], ['grain', 5.0168997800347566e-14], ['money-fx', 5.328282813980887e-16]]
earn : [['earn', 1.0], ['money-supply', 3.907581828393595e-17], ['acq', 6.4861974854592e-19], ['interest', 1.7055286961182378e-21], ['ship', 7.42954131410636e-22], ['crude', 3.071630696879553e-23], ['sugar', 1.0086417084948469e-23], ['grain', 1.0706361431748742e-25], ['money-fx', 2.3028108945180575e-28], ['trade', 1.1578885728263056e-28]]
earn : [['acq', 0.9972191660997014], ['earn', 0.0020344604057979734], ['ship', 0.0007305850171742594], ['crude', 1.5732037402665933e-05], ['interest', 3.490135055316199e-08], ['money-supply', 2.1526726613418554e-08], ['sugar', 1.1846561695479783e-11], ['trade', 2.619027792667158e-16], ['money-fx', 2.7943760399430487e-18], ['grain', 2.291000048037701e-18]]
earn : [['earn', 1.0], ['sugar', 7.098726786090706e-24], ['ship', 5.156212789535797e-24], ['interest', 1.7002150927693195e-24], ['money-supply', 9.748357947822568e-25], ['acq', 5.435489719993326e-25], ['crude', 2.1752087156972908e-27], ['grain', 1.3459049830841994e-27], ['money-fx', 9.128995312200615e-33], ['trade', 4.2088244830861286e-33]]
earn : [['earn', 1.0], ['acq', 5.301014298319714e-21], ['interest', 3.930900950077251e-21], ['sugar', 1.5243045538735926e-21], ['money-supply', 1.4467229530890737e-21], ['ship', 6.368175585628317e-22], ['crude', 4.3063744909232384e-24], ['grain', 1.0346986780640054e-24], ['money-fx', 2.3868782652442755e-28], ['trade', 4.7657818700749675e-29]]
earn : [['earn', 1.0], ['money-supply', 5.595929879115657e-32], ['sugar', 6.167566306080827e-37], ['interest', 5.824297896158505e-42], ['crude', 1.1147994160764402e-43], ['ship', 1.4994629280504946e-44], ['acq', 5.884877861416331e-47], ['grain', 2.2688617835436845e-49], ['trade', 1.1036902576256007e-54], ['money-fx', 8.824372561255563e-56]]
earn : [['acq', 0.9988168412610029], ['earn', 0.001181756518298443], ['ship', 1.056887226452001e-06], ['crude', 3.4357116198487107e-07], ['interest', 1.7510974808469292e-09], ['sugar', 1.1202299365367119e-11], ['trade', 8.99431202775024e-15], ['money-fx', 8.026458703963888e-16], ['grain', 3.2679050231688186e-16], ['money-supply', 1.996041286264199e-16]]
earn : [['acq', 0.9238106379573713], ['earn', 0.07227496103677879], ['ship', 0.0039141723211955585], ['crude', 2.23713516164872e-07], ['interest', 4.880858003576363e-09], ['money-supply', 5.2085867172325364e-11], ['sugar', 3.6884509361849666e-11], ['trade', 1.3096682756108646e-12], ['money-fx', 3.1887174246114473e-18], ['grain', 1.5748674825816723e-22]]
earn : [['ship', 0.7269228764350663], ['sugar', 0.2730670749701377], ['interest', 9.708833455720583e-06], ['crude', 3.1194790386375994e-07], ['acq', 2.7809811288189386e-08], ['money-supply', 2.7256849512394976e-12], ['trade', 8.99977916600129e-13], ['earn', 1.8638075167037016e-18], ['grain', 4.373646009404502e-19], ['money-fx', 7.66445489211587e-23]]
earn : [['earn', 1.0], ['money-supply', 9.309249820021679e-28], ['sugar', 3.523402532580484e-32], ['ship', 2.4116953518624543e-34], ['acq', 1.126384667717286e-34], ['interest', 2.5176524983321833e-35], ['crude', 7.490111585540532e-36], ['grain', 1.0323954936723101e-39], ['money-fx', 1.1110063999042635e-44], ['trade', 6.306711172709186e-46]]
earn : [['earn', 0.9999999999997427], ['money-supply', 2.5736144886336453e-13], ['interest', 1.5766111978936109e-21], ['ship', 2.58958945592084e-23], ['sugar', 6.624099973498465e-24], ['crude', 2.837092304628212e-24], ['acq', 1.459513938264509e-26], ['grain', 1.398112758372033e-29], ['money-fx', 9.155168655489544e-32], ['trade', 1.153187705290515e-34]]
earn : [['acq', 0.9993350287367722], ['interest', 0.0006649691372997846], ['earn', 2.020775844093169e-09], ['ship', 9.621731499177126e-11], ['crude', 6.6390463155873425e-12], ['money-supply', 1.7348549000257892e-12], ['money-fx', 5.593816900033382e-13], ['sugar', 1.6601796257552138e-15], ['trade', 7.139394622903828e-17], ['grain', 3.9140534194677714e-20]]
earn : [['crude', 0.999999992484656], ['earn', 5.437558012676996e-09], ['ship', 2.0777753328863594e-09], ['interest', 7.670030544331075e-15], ['money-supply', 2.9929405216646152e-15], ['sugar', 1.4481401284491057e-16], ['acq', 2.443611349768988e-25], ['grain', 4.452156378925361e-28], ['money-fx', 7.030873329093645e-37], ['trade', 8.561894544037721e-40]]
earn : [['earn', 1.0], ['money-supply', 3.852754746718601e-25], ['sugar', 1.188596116158084e-37], ['interest', 7.6139924585947e-40], ['ship', 5.305880078007299e-40], ['crude', 1.5368362578832728e-42], ['grain', 1.2752982796196611e-46], ['acq', 1.020415821897287e-46], ['trade', 6.0418082113875125e-55], ['money-fx', 7.892720723176624e-56]]
earn : [['earn', 1.0], ['money-supply', 6.583210602061796e-26], ['sugar', 4.306338017850124e-30], ['ship', 2.7751381376632453e-31], ['crude', 3.68962044765914e-33], ['interest', 7.352411685211113e-34], ['acq', 9.712315451298876e-37], ['grain', 5.338334376595412e-37], ['money-fx', 2.973210491908671e-42], ['trade', 5.2177405792997446e-46]]
earn : [['earn', 0.9999999999999993], ['money-supply', 5.647947569026763e-16], ['sugar', 7.134238668103974e-22], ['grain', 4.05435047123398e-23], ['interest', 2.262861833737613e-23], ['ship', 4.059067465905106e-24], ['acq', 3.8168183836710186e-25], ['crude', 2.917939875868523e-26], ['money-fx', 2.1567367034420573e-27], ['trade', 1.5694514705221448e-32]]
